SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100031,1,Cash loans,F,N,Y,0,112500.0,979992.0,27076.5,702000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018029,51.298630136986304,7.2,18.008219178082193,5.005479452054795,,1,1,0,1,0,0,Cooking staff,1.0,3,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5484771599678789,0.190705947811054,0.0165,0.0089,0.9732,,,0.0,0.069,0.0417,,0.0265,,0.0094,,0.0,0.0168,0.0092,0.9732,,,0.0,0.069,0.0417,,0.0271,,0.0083,,0.0,0.0167,0.0089,0.9732,,,0.0,0.069,0.0417,,0.027000000000000003,,0.0096,,0.0,,block of flats,0.0085,Wooden,Yes,10.0,1.0,10.0,0.0,0.4410958904109589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
100032,0,Cash loans,M,N,Y,1,112500.0,327024.0,23827.5,270000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,43.69315068493151,3.3808219178082193,15.841095890410958,8.638356164383561,,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,10,0,0,0,0,1,1,Industry: type 11,,0.5411237022695412,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.005479452054794521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100033,0,Cash loans,M,Y,Y,0,270000.0,790830.0,57676.5,675000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.04622,27.38082191780822,4.920547945205479,12.789041095890411,7.2904109589041095,1.0,1,1,0,1,0,1,,1.0,1,1,WEDNESDAY,11,0,1,1,0,0,0,Military,0.6003959050009468,0.6850109901296888,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.326027397260274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100034,0,Revolving loans,M,N,Y,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.030755,28.33150684931507,2.767123287671233,13.147945205479452,8.26027397260274,,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.2979135090150507,0.5027790378786304,,0.1505,0.0838,0.9831,0.7688,0.0188,0.16,0.1379,0.3333,0.375,0.0872,0.121,0.1412,0.0077,0.0061,0.1534,0.087,0.9831,0.7779,0.019,0.1611,0.1379,0.3333,0.375,0.0892,0.1322,0.1471,0.0078,0.0065,0.152,0.0838,0.9831,0.7719,0.0189,0.16,0.1379,0.3333,0.375,0.0887,0.1231,0.1437,0.0078,0.0063,reg oper account,block of flats,0.1227,Panel,No,0.0,0.0,0.0,0.0,1.641095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100035,0,Cash loans,F,N,Y,0,292500.0,665892.0,24592.5,477000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,41.863013698630134,7.30958904109589,14.427397260273972,10.375342465753425,,1,1,0,1,0,1,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.479987342189869,0.4101025731788671,0.0124,,0.9697,,,0.0,0.069,0.0417,,,,0.0149,,0.0,0.0126,,0.9697,,,0.0,0.069,0.0417,,,,0.0155,,0.0,0.0125,,0.9697,,,0.0,0.069,0.0417,,,,0.0152,,0.0,,block of flats,0.0117,Others,No,0.0,0.0,0.0,0.0,4.476712328767123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
100036,0,Cash loans,F,N,Y,0,112500.0,512064.0,25033.5,360000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008575,30.53150684931507,3.0246575342465754,21.495890410958904,7.956164383561644,,1,1,0,1,0,0,Private service staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Services,0.2744223724911185,0.6273004007953609,,0.3670000000000001,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1569,,0.2574,,,0.3739,0.3893,0.9901,,,0.282,0.4828,0.375,,0.1604,,0.2682,,,0.3706,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1596,,0.262,,,,block of flats,0.3388,Block,No,2.0,0.0,2.0,0.0,1.0876712328767124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
100037,0,Cash loans,F,N,N,0,90000.0,199008.0,20893.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,35.54520547945206,12.065753424657535,19.515068493150686,12.23013698630137,,1,1,1,1,0,0,Laborers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.5594667916353414,0.7981372313187245,0.0928,,0.9801,,,0.0,0.2069,0.1667,,,,0.0602,,0.0436,0.0945,,0.9801,,,0.0,0.2069,0.1667,,,,0.0627,,0.0461,0.0937,,0.9801,,,0.0,0.2069,0.1667,,,,0.0613,,0.0445,,block of flats,0.0684,Panel,No,0.0,0.0,0.0,0.0,7.578082191780822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100039,0,Cash loans,M,Y,N,1,360000.0,733315.5,39069.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,32.038356164383565,5.6438356164383565,9.745205479452055,9.745205479452055,3.0,1,1,0,1,0,0,Drivers,3.0,2,2,THURSDAY,10,0,0,0,1,1,0,Self-employed,,0.32174489566177183,0.41184855592423975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,1.9095890410958904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100040,0,Cash loans,F,N,Y,0,135000.0,1125000.0,32895.0,1125000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.019689,43.827397260273976,12.561643835616438,15.712328767123287,11.142465753424657,,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Security Ministries,,0.17249750814777715,,0.0825,0.0804,0.9762,0.6736,0.0056,0.0,0.1379,0.1667,0.2083,0.038,0.0672,0.0637,0.0,0.0,0.084,0.0835,0.9762,0.6864,0.0057,0.0,0.1379,0.1667,0.2083,0.0389,0.0735,0.0664,0.0,0.0,0.0833,0.0804,0.9762,0.6779999999999999,0.0057,0.0,0.1379,0.1667,0.2083,0.0387,0.0684,0.0648,0.0,0.0,reg oper account,block of flats,0.0532,"Stone, brick",No,0.0,0.0,0.0,0.0,8.271232876712329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100041,0,Cash loans,F,N,N,0,112500.0,450000.0,44509.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008575,33.30958904109589,3.493150684931507,17.164383561643834,5.504109589041096,,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,19,0,0,0,0,0,0,Self-employed,,0.6631580756296298,0.6785676886853644,0.0948,0.0792,0.9861,0.8096,,0.0,0.1724,0.1667,,0.0888,,0.0582,,,0.0966,0.0822,0.9861,0.8171,,0.0,0.1724,0.1667,,0.0908,,0.0606,,,0.0958,0.0792,0.9861,0.8121,,0.0,0.1724,0.1667,,0.0903,,0.0592,,,reg oper account,block of flats,0.0749,"Stone, brick",No,0.0,0.0,0.0,0.0,3.5205479452054793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100043,0,Cash loans,F,N,Y,2,198000.0,641173.5,23157.0,553500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,47.12054794520548,2.1041095890410957,0.1726027397260274,2.0136986301369864,,1,1,1,1,1,0,Private service staff,4.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,0.8427634659543568,0.6816988025574287,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.605479452054794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100044,0,Cash loans,M,N,Y,0,121500.0,454500.0,15151.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,57.74520547945205,3.5287671232876714,14.997260273972604,11.698630136986301,,1,1,0,1,1,0,Drivers,2.0,2,2,FRIDAY,10,0,0,0,0,1,1,Transport: type 4,0.8045861213121414,0.7197985370372056,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.221917808219178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100045,0,Cash loans,F,N,Y,0,99000.0,247275.0,17338.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,65.53424657534246,,26.895890410958906,13.613698630136986,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,,0.6507647995068742,0.7517237147741489,,,0.9851,,,0.04,0.0345,0.3333,,0.0566,,0.0922,,,,,0.9851,,,0.0403,0.0345,0.3333,,0.0579,,0.096,,,,,0.9851,,,0.04,0.0345,0.3333,,0.0576,,0.0938,,,,block of flats,0.0786,"Stone, brick",No,0.0,0.0,0.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100046,0,Revolving loans,M,Y,Y,0,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,44.18082191780822,4.824657534246575,22.564383561643837,11.758904109589041,3.0,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.7380532835697358,0.6058362647264226,0.0814,0.0994,0.9831,0.7688,0.0142,0.0,0.2069,0.1667,0.2083,0.1404,0.0656,0.0771,0.0039,0.0227,0.083,0.1032,0.9831,0.7779,0.0143,0.0,0.2069,0.1667,0.2083,0.1436,0.0716,0.0804,0.0039,0.0241,0.0822,0.0994,0.9831,0.7719,0.0143,0.0,0.2069,0.1667,0.2083,0.1429,0.0667,0.0785,0.0039,0.0232,org spec account,block of flats,0.0734,"Stone, brick",No,1.0,0.0,1.0,0.0,1.4794520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100047,1,Cash loans,M,N,Y,0,202500.0,1193580.0,35028.0,855000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,47.895890410958906,3.4575342465753423,3.2383561643835614,2.819178082191781,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.30684058604830505,0.3201633668633456,0.1309,0.125,0.996,0.9456,0.0822,0.16,0.1379,0.25,0.2917,0.0142,0.1059,0.1267,0.0039,0.0078,0.1334,0.1297,0.996,0.9477,0.083,0.1611,0.1379,0.25,0.2917,0.0145,0.1157,0.132,0.0039,0.0082,0.1322,0.125,0.996,0.9463,0.0827,0.16,0.1379,0.25,0.2917,0.0144,0.1077,0.129,0.0039,0.0079,org spec account,block of flats,0.1463,"Stone, brick",No,0.0,0.0,0.0,0.0,2.9452054794520546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
100048,0,Cash loans,F,N,Y,0,202500.0,604152.0,29196.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,46.49589041095891,1.3013698630136987,8.624657534246575,1.4054794520547946,,1,1,0,1,1,0,Laborers,2.0,2,2,MONDAY,12,0,1,1,0,1,1,Industry: type 1,,0.03731523556121631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,1.2547945205479452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100049,1,Cash loans,F,N,N,0,135000.0,288873.0,16258.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007305,36.66849315068493,9.854794520547944,0.1232876712328767,12.07945205479452,,1,1,1,1,1,0,Sales staff,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.4682080567974757,0.6742032101473874,0.3996756156233169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,4.054794520547945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100050,0,Cash loans,F,N,Y,0,108000.0,746280.0,42970.5,675000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.010966,64.51506849315068,,15.73972602739726,12.536986301369863,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.7661378050275851,0.6848276586890367,0.2186,0.1232,0.9851,0.7959999999999999,0.0528,0.24,0.2069,0.3333,0.375,0.1154,0.1774,0.2113,0.0039,0.0051,0.2227,0.1279,0.9851,0.804,0.0533,0.2417,0.2069,0.3333,0.375,0.1181,0.1938,0.2202,0.0039,0.0054,0.2207,0.1232,0.9851,0.7987,0.0531,0.24,0.2069,0.3333,0.375,0.1175,0.1804,0.2151,0.0039,0.0052,reg oper spec account,block of flats,0.1903,Panel,No,0.0,0.0,0.0,0.0,1.3452054794520547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100051,0,Cash loans,M,N,Y,0,202500.0,661702.5,48280.5,598500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,26.923287671232877,2.0767123287671234,11.413698630136986,6.52054794520548,,1,1,1,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.6315186311742824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.5232876712328767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100052,0,Revolving loans,F,N,Y,1,90000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.009334,21.846575342465755,2.452054794520548,18.057534246575344,1.7589041095890412,,1,1,1,1,0,0,Sales staff,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.535542260363498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.2657534246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100053,0,Cash loans,F,N,Y,0,202500.0,305221.5,17649.0,252000.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019689,55.81643835616438,,21.26027397260274,5.46027397260274,,1,0,0,1,0,0,,1.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.24766471733561626,0.475849908720221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.7780821917808218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
100054,0,Cash loans,F,N,Y,0,99000.0,260640.0,26838.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,55.12602739726027,14.608219178082193,25.197260273972603,8.994520547945205,,1,1,1,1,1,0,Medicine staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.08924065344241718,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,3.4164383561643836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100055,0,Cash loans,F,N,N,0,130500.0,1350000.0,37255.5,1350000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.020713,54.04657534246575,12.084931506849315,17.054794520547944,8.764383561643836,,1,1,1,1,1,0,Managers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Government,0.7104273289168539,0.5891866296961207,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.147945205479452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100056,0,Cash loans,M,Y,Y,0,360000.0,1506816.0,49927.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,50.038356164383565,26.09041095890411,15.07945205479452,4.923287671232877,3.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,1,1,Transport: type 2,,0.5239340474953537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.104109589041096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100058,0,Revolving loans,F,N,Y,0,54000.0,135000.0,6750.0,135000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.014519999999999996,33.989041095890414,3.221917808219178,3.147945205479452,7.057534246575343,,1,1,0,0,0,0,Core staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,School,0.6562248044601879,0.4508497225560816,0.4794489811780563,0.0664,0.0442,0.998,,,0.08,0.0552,0.4083,0.45,0.0085,,0.0651,,0.016,0.0441,0.0306,0.998,,,0.0806,0.069,0.375,0.4167,0.0078,,0.0487,,0.0168,0.0822,0.0408,0.998,,,0.08,0.069,0.375,0.4167,0.0087,,0.0747,,0.0163,,block of flats,0.0403,Panel,No,0.0,0.0,0.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100059,0,Cash loans,M,Y,Y,1,540000.0,675000.0,34596.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,51.04657534246575,19.115068493150684,10.695890410958905,5.306849315068493,7.0,1,1,0,1,1,0,Managers,3.0,2,2,TUESDAY,10,0,0,0,0,0,0,Services,0.3115099249880457,0.7133545848531052,0.3092753558842053,0.5309,0.2491,0.9811,0.7416,,0.88,0.3793,0.4583,0.0,0.3977,,0.5878,,0.0487,0.541,0.2585,0.9811,0.7517,,0.8862,0.3793,0.4583,0.0,0.4067,,0.6124,,0.0516,0.5361,0.2491,0.9811,0.7451,,0.88,0.3793,0.4583,0.0,0.4046,,0.5983,,0.0498,,block of flats,0.5149,Panel,No,2.0,0.0,2.0,0.0,3.5205479452054793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
100060,0,Cash loans,M,Y,N,0,76500.0,454500.0,14661.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,33.64931506849315,2.1315068493150684,4.997260273972603,5.457534246575342,13.0,1,1,1,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Emergency,0.24456163253546154,0.705947456699447,0.7992967832109371,0.0227,,0.9806,,,,0.1034,0.0417,,,,0.0114,,0.0226,0.0231,,0.9806,,,,0.1034,0.0417,,,,0.0119,,0.0239,0.0229,,0.9806,,,,0.1034,0.0417,,,,0.0116,,0.023,,block of flats,0.0139,"Stone, brick",No,4.0,0.0,4.0,0.0,1.2767123287671234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100061,0,Cash loans,F,N,Y,2,225000.0,314055.0,16164.0,238500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006629,28.693150684931506,3.813698630136986,5.5479452054794525,3.3972602739726026,,1,1,0,1,0,0,Core staff,4.0,2,2,THURSDAY,3,0,0,0,1,1,0,Self-employed,0.18959579955018274,0.7029791046049891,0.7016957740576931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.5616438356164384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100062,0,Cash loans,M,Y,N,0,81000.0,675000.0,32472.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010006,50.989041095890414,,19.002739726027396,5.868493150684931,8.0,1,0,0,1,1,0,,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.6628649268152181,0.7380196196295241,0.2165,0.1678,0.9846,0.7892,,0.24,0.2069,0.3333,0.375,0.1071,,,,0.0151,0.2206,0.1741,0.9846,0.7975,,0.2417,0.2069,0.3333,0.375,0.1095,,,,0.016,0.2186,0.1678,0.9846,0.792,,0.24,0.2069,0.3333,0.375,0.1089,,,,0.0154,reg oper account,block of flats,0.2048,Panel,No,0.0,0.0,0.0,0.0,1.2657534246575342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100063,0,Cash loans,F,N,Y,0,180000.0,837427.5,45558.0,666000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,35.49315068493151,11.24931506849315,19.326027397260273,14.147945205479452,,1,1,0,1,1,1,Managers,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Medicine,0.5527719020519871,0.6166372926426479,0.07010884382735824,0.1186,0.066,0.9801,0.728,0.0385,0.04,0.0345,0.3333,0.0417,0.0606,0.0958,0.0822,0.0039,0.0002,0.1208,0.0685,0.9801,0.7387,0.0388,0.0403,0.0345,0.3333,0.0417,0.062,0.1047,0.0856,0.0039,0.0002,0.1197,0.066,0.9801,0.7316,0.0387,0.04,0.0345,0.3333,0.0417,0.0616,0.0975,0.0837,0.0039,0.0002,reg oper spec account,block of flats,0.0857,"Stone, brick",No,1.0,1.0,1.0,1.0,4.238356164383561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
100064,0,Cash loans,F,N,N,0,67500.0,298728.0,15381.0,202500.0,Family,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.019101,59.23561643835617,,5.531506849315068,3.682191780821918,,1,0,0,1,0,0,,1.0,2,2,MONDAY,9,0,0,0,0,0,0,XNA,,0.6227082733555896,0.1694287272664794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
